ProductID,ProductName,Ratings,Inventory,Price,Discounted_Price,Country
B07CGMQDXW,"Apple iPhone 8 Plus, 64GB, Space Gray - For Verizon (Renewed)",1,94,19,17.1,Germany
B07CH2FZW5,Samsung Galaxy J3 (2016) J320V Verizon CDMA 4G LTE Quad-Core Phone w/ 8MP Camera- Black (Renewed),2,195,86,77.4,Germany
B07CHW5KMY,"Motorola Moto G6 (32GB, 3GB RAM) Dual SIM 5.7"" 4G LTE (GSM Only) Factory Unlocked Smartphone International Model XT1925-2 (Deep Indigo)",1,135,84,75.6,Germany
B07CHWMYHP,"Motorola Moto G6 Plus - 64GB - 5.9"" FHD+, Dual SIM 4G LTE GSM Factory Unlocked Smartphone International Model XT1926-7 (Deep Indigo)",3,121,52,46.8,Germany
B07CHWTWYP,"Motorola Moto G6 Play 32GB - Dual SIM 5.7"" 4G LTE (GSM Only) Factory Unlocked Smartphone International Version XT1922-5 (Deep Indigo)",3,117,54,48.6,Germany
B07CJKNL9R,Samsung Galaxy Note 5 SM-N920T 32GB T-Mobile GSM Unlocked - White Pearl (Renewed),5,150,34,30.6,Germany
B07CLT3BDN,ASUS ZenFone 5Z (ZS620KL-S845-6G64G) - 6.2” FHD+ 2160x1080 display - 6GB RAM - 64GB storage - LTE Unlocked Dual SIM Cell Phone - US Warranty - Midnight Blue,3,13,11,9.9,UK
B07CMBB6PH,"HUAWEI P20 Lite (32GB + 4GB RAM) 5.84"" FHD+ Display, 4G LTE Dual SIM GSM Factory Unlocked Smartphone ANE-LX3 - International Model - No Warranty (Sakura Pink)",3,84,70,63,UK
B07CT4JC7J,Google Pixel 2 XL 64GB Smartphone - Verizon - Just Black (Renewed),2,73,26,23.4,UK
B07CZR8YV4,"Apple iPhone 7 Plus, 128GB, Rose Gold - Fully Unlocked (Renewed)",1,22,56,50.4,UK
B07D42T6MB,Apple iPad Pro 9.7in 256GB Gold WiFi + 4G Cellular ( )(Renewed),5,114,87,78.3,UK
B07D6TQP6F,"Apple iPhone X, 256GB, Silver - For AT&T (Renewed)",4.5,114,85,76.5,UK
B07D9TTLZG,"OnePlus Factory Unlocked Phone - 6.28"" Screen - 64GB - Mirror Black",2,91,66,59.4,UK
B07DCB61LG,"OnePlus 6 A6000 64GB/6GB Mirror Black - Dual Back Cameras, Face & Fingerprint Identification, 6.28"", Android 8.1 - International Version - No Warranty in The USA - GSM ONLY, NO CDMA",4.5,63,67,60.3,UK
B07DD71K4D,"Nokia 3.1 - Android 9.0 Pie - 16 GB - Dual SIM Unlocked Smartphone (AT&T/T-Mobile/MetroPCS/Cricket/Mint) - 5.2"" Screen - White - U.S. Warranty",1,75,77,69.3,UK
B07DDD8PNQ,"Nokia 3.1 - Android 9.0 Pie - 16 GB - Dual SIM Unlocked Smartphone (AT&T/T-Mobile/MetroPCS/Cricket/Mint) - 5.2"" Screen - Blue - U.S. Warranty",5,124,9,8.1,UK
B07DF9R73K,"Sony Xperia XZ2 Premium Unlocked Smartphone - Dual SIM - 5.8"" 4K HDR Screen - 64GB - Chrome Black (US Warranty)",3,3,36,32.4,UK
B07DP4X68W,Samsung Galaxy S8+ Plus 64GB Sprint (Midnight Black) (Renewed),3,76,8,7.2,UK
B07DXCGD56,Samsung Galaxy A30 Single SIM 32GB (SM-A305G) Unlocked Phone GSM International Version - Blue,4.5,189,15,13.5,UK
B07DZMB1ZK,Samsung Galaxy S8+ Plus 64GB T-Mobile GSM Unlocked (Renewed) (Orchid Gray),3,85,25,22.5,UK
B07F2PWRZR,"Huawei Y5 2018 DRA-L23 DUAL SIM FullView Display 5.45"" 4G LTE Quad Core 16GB 8MP Smartphone Factory Unlocked Android GO (International Version- No Warranty) (Gold)",1,197,2,1.8,UK
B07F3YGL26,"Xiaomi Redmi S2 (32GB 3GB RAM) with AI Smart Selfie & Dual Rear Cameras,5.99""Display,Dual SIM Unlocked,Global Version,No Warranty (Gold)",2,54,100,90,UK
B07FBQT1S5,"Samsung Galaxy J6 Infinity (64GB, 4GB RAM) 5.6"" HD+ Display J600G/DS, 4G LTE Dual SIM GSM Factory Unlocked, International Version, No Warranty (Blue)",4.5,162,8,7.2,UK
B07FKD3H9Q,"Apple iPad mini 4 (32GB, Wi-Fi + Cellular, Space Gray) (Renewed)",5,168,89,80.1,UK
B07FKWT3JP,"Sony Xperia XA1 Plus G3423 LTE 5.5"" 32GB Factory Unlocked Smartphone International Model - (Gold)",4.5,193,21,18.9,UK
B07FM9913M,"Unlocked GOLD Xiaomi Mi A2, 4GB 64GB, Dual SIM standby, Global Version, 5.5 inch Smartphone Android One, Dual Rear 12.0MP Camera Snapdragon 625",3,182,39,35.1,UK
B07FMD7MRX,"Motorola Moto G6 Play 16GB - 5.7"" 4G LTE Unlocked Smartphone, US Version, XT1922-9 (Deep Indigo)",3,191,9,8.1,UK
B07FSD86KD,"Nokia 8110 (TA-1059) 512MB/4GB 2.45-inches Factory Unlocked, International Stock (Yellow)",2,42,28,25.2,UK
B07FXRR28W,Samsung Galaxy Note 5 SM-N920T 32GB Platinum Gold - T-Mobile,3,129,80,72,UK
B07FXYRG46,Samsung Galaxy Note 5 N920A 64GB - Gold Platinum (AT&T),3,138,49,44.1,UK
B07FZH9BGV,"Samsung Galaxy Note 9 Factory Unlocked Phone with 6.4"" Screen and 128GB (U.S. Warranty), Ocean Blue",1,11,66,59.4,UK
B07G3RDDXT,"Samsung Galaxy Note9 128GB (Single-SIM) SM-N960F (GSM Only, No CDMA) Factory Unlocked 4G/LTE Smartphone - International Version (Ocean Blue)",4.5,172,49,44.1,UK
B07G7FG26S,"Apple iPhone 8, AT&T, 64GB - Red (Renewed)",4.5,168,66,59.4,UK
B07G7N1MD2,"Motorola e5 Play 16GB Smartphone , Black",2,198,55,49.5,UK
B07G7QZKBG,"Xiaomi Redmi 6-64GB + 4GB RAM, Dual Camera, Dual SIM GSM Factory Unlocked Smartphone - International Global 4G LTE Version - No Warranty (Black)",2,72,67,60.3,UK
B07G8KK4XQ,Samsung Galaxy S7 32GB GSM Unlocked Smartphone for GSM Carriers - Black,4.5,179,46,41.4,UK
B07G8VPHG3,"Xiaomi Mi A2 Lite (64GB, 4GB RAM) 5.84"" 18:9 HD Display, Dual Camera, Android One Unlocked Smartphone - International Global LTE Version (Gold)",5,0,94,84.6,UK
B07G9PVX51,Samsung Galaxy J7 Refine - Virgin Mobile - Prepaid Cell Phone - Carrier Locked,2,116,18,16.2,UK
B07GCBWWPL,Samsung Galaxy Note 9 SM-N960F/DS 128GB/6GB 6.4? QHD+ sAMOLED Factory Unlocked GSM (No CDMA) - International Version (No Warranty in The USA) (Ocean Blue) - Ocean Blue,4.5,55,98,88.2,UK
B07GDW2634,"Samsung Galaxy J8 (2018) J810M 32GB 3GB RAM 6.0"" Octa-Core 1.8GHz 4G LTE GSM Single SIM 16.0 MP Factory Unlocked Fingerprint International Version, No Warranty (Black)",2,117,85,76.5,UK
B07GDW4N5C,Samsung - Galaxy Note 9 (AT&T) - (Factory Unlocked) Ocean Blue - 128 GB,3,102,77,69.3,UK
B07GGGTT78,"Motorola Moto G4 Plus XT1642 4G LTE Dual SIM Factory Unlocked No Warranty Octacore (NO CDMA) 5.5 Inches (Black, 32GB)",2,133,88,79.2,UK
B07GL4WGSF,"Samsung Galaxy Note 9 SM-N9600 Dual SIM (128GB/6GB, Lavender Purple) 6.4"" QHD+ sAMOLED Factory Unlocked GSM (No CDMA) - International Version (No Warranty)",4.5,72,4,3.6,UK
B07GL6W1NR,Samsung Galaxy Note9 N9600 128GB Unlocked GSM Duos Phone w/Dual 12MP Camera - Midnight Black (International Version) (No Warranty),4.5,178,66,59.4,UK
B07GNHMZ3N,"Samsung Galaxy Note 9 (SM-N960F/DS) 6GB / 128GB (Ocean Blue) 6.4-inches LTE Dual SIM (GSM ONLY, NO CDMA) Factory Unlocked - International Stock No Warranty",5,131,92,82.8,UK
B07GPNGWNK,"Xiaomi Mi 8, 6-64GB, Unlocked, Global Version (Black)",1,116,97,87.3,UK
B07GV9J7X8,"Samsung Galaxy Note 9 SM-N960F/DS 512GB/8GB (Midnight Black) 6.4"" QHD+ sAMOLED Factory Unlocked GSM (No CDMA) - International Version (No Warranty in The USA)",1,149,16,14.4,UK
B07GVLKNB4,"Asus - ZenFone Live with 16GB Memory Cell Phone, 5.5"" IPS Touch Screen (Unlocked) - Midnight Black",4.5,127,41,36.9,UK
B07GVNHQV4,Motorola Moto Z3 MOTXT192917 GSM/CDMA LTE Unlocked Droid Edition 5G Capable - Ceramic Black,2,162,60,54,UK
B07GW1DXFP,Samsung Galaxy Prime 16GB J327 J3 AT&T T-Mobile Unlocked Smartphone - Silver (Renewed),3,1,46,41.4,UK
B07GWFMLT8,"Samsung Galaxy Note 9 SM-N960F/DS 512GB/8GB (Metallic Copper) 6.4"" QHD+ sAMOLED Factory Unlocked GSM (No CDMA) - International Version (No Warranty in The USA)",3,39,39,35.1,UK
B07GWV23X7,Samsung Galaxy Note 5 N920A 64GB at&T GSM Unlocked - Gold Platinum,4.5,157,46,41.4,UK
B07GX1DBD9,ASUS ZenFone V Smartphone - Verizon Exclusive Model - 32GB - Saphire Black (Renewed),5,180,15,13.5,UK
B07GY16KMK,Samsung Galaxy S8 G950U 64GB - Prepaid Boost Mobile (Orchid Gray),2,142,60,54,UK
B07GYK8MBD,Samsung Galaxy J3 (2018) J337A 16GB Unlocked GSM 4G LTE Phone w/ 8MP Camera - Black,5,109,31,27.9,UK
B07H41NB46,"Xiaomi Pocophone F1 128GB Graphite Black, Dual Sim, 6GB RAM, Dual Camera, 6.18"", GSM Unlocked Global Model, No Warranty",2,15,66,59.4,UK
B07H445L82,Samsung SM-J737VZKAVZW Galaxy J7 V 16GB (2018) 2nd Edition for Verizon (Renewed),2,110,84,75.6,UK
B07H6V8TB9,"Sony Xperia XZ3 Unlocked Smartphone, 64GB - 6.0"" OLED Screen -Forest Green (US Warranty) [Phone ONLY Version]",3,42,46,41.4,UK
B07H7SBBWQ,"Xiaomi Redmi 6 - 64GB + 4GB RAM, Dual Camera, Dual SIM GSM Factory Unlocked Smartphone - International Global 4G LTE Version - No Warranty (Black)",5,98,65,58.5,UK
B07H8Q3C9T,"Samsung Galaxy J2 Core 2018 International Version, No Warranty Factory Unlocked 4G LTE (USA Latin Caribbean) Android Oreo SM-J260M Dual Sim 8MP 8GB (Black)",3,8,28,25.2,UK
B07H8QMZWV,Samsung Galaxy Note9 Factory Unlocked Phone with 6.4in Screen and 128GB - Ocean Blue (Renewed),1,56,62,55.8,UK
B07H8SBLBC,"Motorola Moto E5 Play XT1920-19 Factory Unlocked 16GB Dual SIM 1GB RAM 4G LTE 5.3"" LCD Display 8MP International Version (Black)",2,29,35,31.5,UK
B07HC3CSMR,Samsung Galaxy S8 64 GB Unlocked Phone with FREE Cellairis Phone Case & Screen Protector,3,143,47,42.3,UK
B07HC74RMG,Samsung Galaxy S9 Enterprise Edition 64 GB Unlocked Phone With FREE Cellairis Phone Case & Screen Protector,5,158,53,47.7,UK
B07HCQ8VDQ,"Samsung Galaxy Note 5 N920A, Black 32GB - at&T GSM Unlocked",4.5,83,76,68.4,UK
B07HD3QC65,"Nokia 7.1 - Android 9.0 Pie - 64 GB - Dual Camera - Dual SIM Unlocked Smartphone (Verizon/AT&T/T-Mobile/MetroPCS/Cricket/H2O) - 5.84"" FHD+ HDR Screen - Steel - U.S. Warranty",2,39,83,74.7,UK
B07HFHX6HX,Samsung Galaxy Note 8 N950U 64GB Unlocked GSM 4G LTE Android Smartphone w/Dual 12 MegaPixel Camera (Renewed) (Midnight Black),5,199,49,44.1,UK
B07HFKWDK7,Motorola Moto G5S Plus Unlocked GSM Android Smartphone (Blush Gold),4.5,15,78,70.2,UK
B07HHRF89L,"Nokia 5 - Android 9.0 PIE - 16 GB - Single Sim Unlocked Smartphone (AT&T/T-Mobile/Metropcs/Cricket/Mint) - 5.2"" Screen - Blue",3,167,5,4.5,UK
B07HK4JNV1,"Xiaomi Redmi Note 6 Pro 64GB / 4GB RAM 6.26"" Dual Camera LTE Factory Unlocked Smartphone Global Version (Black)",4.5,61,81,72.9,UK
B07HKPMFZ5,Google Pixel 3 XL 64GB Unlocked GSM & CDMA 4G LTE Android Phone w/ 12.2MP Rear & Dual 8MP Front Camera - Just Black (Renewed),2,165,92,82.8,UK
B07HKQ61NV,Apple iPhone 8 a1905 64GB LTE GSM Unlocked (Renewed),3,13,86,77.4,UK
B07HKQJ6H1,Google Pixel Phone 3-64GB Clearly White (Renewed),3,50,100,90,UK
B07HMC84L1,Motorola Moto E5 Cruise Unlocked 4G LTE (Cricket) Single Sim 16GB 2GB Ram 8MP XT1921-2 Android 8.0 Desbloqueado,1,197,59,53.1,UK
B07HQTWQVT,"Sony H3123 - Black/SBH-90C/SCSH10 Xperia XA2 Accessory Bundle, (Bundle Includes: 1 Xperia XA2, 1 SBH90C Bluetooth Headset, 1 Flip Phone Case), Black",5,52,40,36,UK
B07HXHPNKH,Motorola Moto E5 Play Smartphone 16GB Verizon Wireless Prepaid - Carrier Locked to Verizon Prepaid,1,198,54,48.6,UK
B07J2Q68N4,Samsung Galaxy S9 G960U Verizon + GSM Unlocked 64GB (Midnight Black),3,96,45,40.5,UK
B07J4YLV46,Motorola Moto Z3 MOTXT192917 Verizon Locked Edition 5G Capable - Ceramic Black (Renewed),3,105,60,54,UK
B07J4Z9647,"Huawei Mate 20 Lite SNE-LX3 64GB (Factory Unlocked) 6.3"" FHD (International Version) (Black)",2,59,34,30.6,UK
B07J5GH52Q,Samsung Qi Certified Fast Charge Wireless Charging Pad for Qi Compatible Smartphones with Built-in Cool Fan - Retail Packaging - Black,2,2,28,25.2,UK
B07J5VTRX6,Samsung Galaxy S9 SM-G960U 64GB for T-Mobile (Renewed),5,191,47,42.3,UK
B07J62YCWB,"Motorola Z2 Force (Super Black, ATT GSM Unlocked)",1,17,100,90,UK
B07JB4W3L6,"Huawei Mate 20 HMA-L29 Dual-SIM 128GB (4GB RAM, 6.53"" inch, Android) (GSM Only, No CDMA) Factory Unlocked 4G/LTE Smartphone (Black) - International Version",2,2,5,4.5,UK
B07JHXX5YR,ROG Phone Gaming Smartphone ZS600KL-S845-8G512G - 6” FHD+ 2160x1080 90Hz Display - Qualcomm Snapdragon 845 - 8GB RAM - 512GB Storage - LTE Unlocked Dual SIM Gaming Phone - US Warranty,2,68,67,60.3,UK
B07JLF13KV,"Samsung Galaxy S9 SM-G9600 Dual Sim 5.8"", Super AMOLED, 64GB,4 GB RAM Factory Unlocked No Warranty - Sunrise Gold",4.5,197,62,55.8,UK
B07JML1XPT,Samsung Galaxy Note 8 N950U 64GB - T-Mobile (Orchid Gray),2,22,48,43.2,UK
B07JMPGNHK,"Xiaomi Mi 8 Lite (64GB, 4GB RAM) 6.26"" Full Screen Display, Snapdragon 660, Dual AI Camera's, Factory Unlocked Phone - International Global 4G LTE Version (Black)",2,25,70,63,UK
B07JNKYBZ4,"Huawei Y9 2019 JKM-LX3 6.5"" HiSilicon Kirin 710 64GB 3GB RAM Dual SIM A-GPS Fingerprint -Glonass No Warranty US (Blue)",3,8,44,39.6,UK
B07JQXJ3JK,Samsung Galaxy S9 - GSM Unlocked - 64GB (Renewed) (Midnight Black),5,111,40,36,UK
B07JVDQP47,Google Pixel 3 Verizon 64GB Black,3,134,3,2.7,UK
B07JYRK4HX,Samsung Galaxy Note 5 N920A 32GB GSM Unlocked - White,3,18,73,65.7,UK
B07JZRFHTP,Samsung Galaxy S8+ Certified Pre-Owned Factory Unlocked Phone - 6.2Inch Screen - 64GB - Midnight Black (U.S. Warranty) (Renewed),2,6,29,26.1,UK
B07JZRL7N5,Samsung Galaxy S8 Certified Pre-Owned Factory Unlocked Phone - 5.8Inch Screen - 64GB - Midnight Black (U.S. Warranty)(Renewed),5,132,5,4.5,UK
B07K1M36CM,"Huawei Mate 20 Pro LYA-L29 128GB + 6GB - Factory Unlocked International Version - GSM ONLY, NO CDMA - No Warranty in The USA (Black)",5,15,85,76.5,UK
B07K2FZYKV,"Samsung Galaxy J7 2018 (16GB) J737A - 5.5 HD Display, Android 8.0, Octa-core 4G LTE at&T Unlocked Smartphone (Black)",2,72,82,73.8,UK
B07K3X5JTP,Google - Pixel 3 XL with 64GB Memory Cell Phone (Unlocked) - Just Black,2,44,9,8.1,UK
B07K4TRTDV,Samsung Galaxy S8 Active 64GB SM-G892U Sprint CDMA/GSM Unlocked - Meteor Gray (Renewed),3,149,58,52.2,UK
B07K4V3364,"Samsung Galaxy S6 G920 32GB Unlocked GSM 4G LTE Octa-Core Smartphone, Gold Platinum",3,78,68,61.2,UK
B07K64PTLP,"Xiaomi Mi 8 Pro (128GB, 8GB RAM) with In-Screen Fingerprint Reader, Dual Camera's, 6.21"" AMOLED Display, Factory Unlocked - Global Version No Warranty (Transparent Titanium)",4.5,8,21,18.9,Germany
B07K76LBLZ,OnePlus 6T A6013 128GB Storage + 8GB Memory Factory Unlocked 6.41 inch AMOLED Display Android 9 - Mirror Black US Version,5,69,5,4.5,Germany
B07KB6S8YP,Samsung Galaxy Note 9 N960U 128GB T-Mobile GSM Unlocked - Lavender Purple (Renewed),4.5,134,24,21.6,Germany
B07KCQHWTN,Samsung Galaxy Note 9 N960U 128GB T-Mobile GSM Unlocked - Ocean Blue,2,43,66,59.4,Germany
B07KFNRQ5S,"Apple iPhone Xs Max, 256GB, Space Gray - Fully Unlocked (Renewed)",5,108,50,45,Germany
B07KJHCQCV,"Google Pixel 2 64GB, Google Unlocked Smartphone, Kinda Blue (Renewed)",3,43,92,82.8,Germany
B07KJM21TB,Samsung Galaxy J7 J727A 16GB AT&T Branded GSM Unlocked (Black) (Renewed),2,156,50,45,Germany
B07KKL5KGG,"Apple iPhone XS, 256GB, Gold - Fully Unlocked (Renewed)",5,132,41,36.9,Germany
B07KQFRLDV,Samsung Galaxy Note 9 128GB Smartphone for AT&T - Midnight Black (Renewed),2,48,41,36.9,Germany
B07KSFL2K5,"Samsung Electronics 32GB A6 Factory Unlocked Phone - 5.6"" - Black (U.S. Warranty)",5,59,30,27,Germany
B07KX1L519,"Samsung Galaxy A50 A505G 64GB Duos GSM Unlocked Phone w/Triple 25MP Camera - (International Version, no Warranty) - White",4.5,70,74,66.6,Germany
B07L543G3M,"Samsung Galaxy J3 2018 (16GB) J337A - 5.0"" HD Display, Android 8.0, 4G LTE AT&T Unlocked GSM Smartphone (Black)",5,34,82,73.8,Germany
B07L5T18L5,Samsung Galaxy S9+ T-Mobile - 64gb - Midnight Black - (Renewed),1,156,75,67.5,Germany
B07L6RCH5W,"Google Pixel 3, Verizon, 64 GB - Clearly White (Renewed)",5,126,29,26.1,Germany
B07L78G3D2,"Nokia 3 - Android 9.0 Pie - 16 GB - Unlocked Smartphone (AT&T/T-Mobile/Metropcs/Cricket/Mint) - 5.0"" HD Screen - Copper",2,189,5,4.5,Germany
B07L8FP7RH,"Samsung Gusto 3, Royal Navy Blue (Verizon Wireless Prepaid) (Renewed)",4.5,89,43,38.7,Germany
B07LBPP4J9,Nokia 6.1 - Android 9.0 PIE - 32GB microSD - Single Sim Unlocked Smartphone (AT&T/T-Mobile/Metropcs/Cricket/Mint) - 5.Screen - Black,3,132,11,9.9,Germany
B07LDS3WDR,Samsung Galaxy Note 9 Verizon Ocean Blue 128GB,4.5,173,57,51.3,Germany
B07M94R4GF,Samsung Galaxy J3 (2018) J377A 16GB Unlocked GSM 4G LTE Phone w/ 8MP Camera - Black (Renewed),1,91,31,27.9,Germany
B07MF3JM4T,"Motorola Moto One - Android One - 64 GB - 13+2 MP Dual Rear Camera - Dual SIM Unlocked Smartphone (at&T/T-Mobile/MetroPCS/Cricket/H2O) - 5.9"" HD+ Display - XT1941-3 - (International Version) (Black)",2,41,57,51.3,Germany
B07MF3Y8Y5,Motorola G6 (XT1925) 32GB GSM Unlocked Android Smartphone (AT&T/T-Mobile/Mint) - Black (Renewed),5,169,54,48.6,Germany
B07MGKGHGP,"Samsung Galaxy J3 2018 (16GB) J337A - 5.0in HD Display, Android 8.0, 4G LTE AT&T Unlocked GSM Smartphone (Blue/Silver) (Renewed)",4.5,181,55,49.5,Germany
B07MN8QTK1,"Motorola Moto G7 Play XT1952 32GB+2GB RAM 5.7"" Max Vision LTE Factory Unlocked (International Model, No Warranty) Deep Indigo",4.5,144,65,58.5,Germany
B07MNZWW37,"Huawei Mate 20 Pro LYA-L29 128GB + 6GB - Factory Unlocked International Version - GSM ONLY, NO CDMA - No Warranty in The USA (Twilight) (Renewed)",2,178,7,6.3,Germany
B07MY7XPNZ,AT&T Moto E5 Play with 16GB Memory Prepaid Cell Phone - Black - Carrier Locked to AT&T,1,3,36,32.4,Germany
B07MZ2TRTC,Sony Xperia 10 Plus GSM Unlocked Smartphone - Black,5,117,7,6.3,Germany
B07N11SM58,"Nokia 9 PureView - Android 9.0 Pie - 128 GB - Single Sim Unlocked Smartphone (at&T/T-Mobile/Metropcs/Cricket/H2O) - 5.99"" QHD+ Screen - Qi Wireless Charging - Midnight Blue - U.S. Warranty",2,143,15,13.5,Germany
B07N4M412B,Samsung Galaxy S10 Factory Unlocked Phone with 128GB - Prism Black,4.5,106,29,26.1,Germany
B07N6MRRKH,"Nokia 3310 3G TA-1036 - Factory Unlocked Feature Phone (Compatible with at&T/T-Mobile/MetroPCS/Cricket/H2O) - 2.4"" Screen (Azure)",5,61,99,89.1,Germany
B07N6N7JP3,"Xiaomi MI Mix 3 (128GB, 6GB) 6.39"" Display, Dual SIM 4G LTE GSM Unlocked Multi-Functional Magnetic Slider Smartphone w/Wireless Charging Pad (Black)",2,34,46,41.4,Germany
B07N7SC1HK,Motorola Moto X 4th Generation 64GB Factory Unlocked (Black),1,69,25,22.5,Germany
B07N91S9MW,"Moto G7 – Unlocked – 64 GB – Ceramic Black (US Warranty) - Verizon, AT&T, T-Mobile, Sprint, Boost, Cricket, & Metro",5,76,32,28.8,Germany
B07N9LN3RC,Motorola G7 Play 32GB GSM Nano-SIM Phone w/ 13MP Camera - Deep Indigo,1,81,60,54,Germany
B07N9M9FX4,"Moto G7 – Unlocked – 64 GB – Ceramic Black (US Warranty) - Verizon, AT&T, T-Mobile, Sprint, Boost, Cricket, Metro",3,77,31,27.9,Germany
B07NC3N3Z8,"Samsung Galaxy S10 128GB / 8GB RAM SM-G973F Hybrid/Dual-SIM (GSM Only, No CDMA) Factory Unlocked 4G/LTE Smartphone - International Version (Prism Blue)",2,70,72,64.8,Germany
B07ND4ZN2X,Google Pixel 3 128GB Unlocked - White (Renewed),2,125,56,50.4,Germany
B07NGDHMKL,HUAWEI P Smart 2019 Pot-LX3 32GB Unlocked GSM 4G LTE Dual Camera (13MP+2MP) Phone - Coral Red …,3,129,16,14.4,Germany
B07NLHLC88,Google Pixel 3-64GB - Verizon Unlocked - Just Black (Renewed),3,106,84,75.6,Germany
B07NLMCDN4,Samsung Galaxy Note9 Smartphone 6.4in AT&T Android 512GB (Ocean Blue)(Renewed),1,12,86,77.4,Germany
B07NP2Y82Q,"Motorola Moto G7+ Plus (64GB, 4GB RAM) Dual SIM 6.2"" 4G LTE (GSM Only) Factory Unlocked Smartphone International Model, No Warranty XT1965-2 (Deep Indigo)",5,80,56,50.4,Germany
B07NP6R2RG,"Motorola Moto G7 (64GB, 4GB RAM) Dual SIM 6.2"" 4G LTE (GSM Only) Factory Unlocked Smartphone International Model XT1962-4 No Warranty (Clear White)",2,87,25,22.5,Germany
B07NPRQYP1,Moto G7 Power - Unlocked - 64 GB - Marine Blue (No Warranty) - International Model (GSM Only),3,128,18,16.2,Germany
B07NQNK5F4,Samsung Galaxy S9+ G965U 64GB Lilac Purple - Sprint(Renewed),1,57,3,2.7,Germany
B07NQR37VR,Samsung Galaxy J3 Emerge J327P SILVER Android Cell Phone - SPRINT (Renewed),4.5,82,56,50.4,Germany
B07NRCRFVJ,Samsung Galaxy Note8 Certified Pre-Owned Factory Unlocked Phone - 64GB - Black (1 Year Samsung U.S. Warranty) (Renewed),4.5,158,89,80.1,Germany
B07NVWSTHP,Motorola Moto Z3 Play 32GB XT1929-3 Deep Indigo - Sprint (Renewed),5,42,60,54,Germany
B07NWKP41X,"Samsung Galaxy S10+ Plus 512GB / 8GB RAM SM-G975F/DS Hybrid/Dual-SIM (GSM Only, No CDMA) Factory Unlocked 4G/LTE Smartphone - International Version No Warranty (Ceramic White)",1,150,20,18,Germany
B07NWM7V9M,"Samsung Galaxy S10e 128GB SM-G970F/DS Hybrid/Dual-SIM (GSM Only, No CDMA) Factory Unlocked 4G/LTE Smartphone - International Version No Warranty (Prism Black)",1,57,75,67.5,Germany
B07NY3D1NM,Samsung Galaxy S10e Verizon + GSM Unlocked 128GB Prism Blue,4.5,97,92,82.8,Germany
B07NYBD9DW,Moto X4 Android One Edition - 64GB - Black - Unlocked,5,42,71,63.9,Germany
B07NYBSX9V,"Samsung Galaxy Cellphone - S10 AT&T Factory Unlock (Black, 128GB)",3,29,34,30.6,Germany
B07NZVM3RN,"Samsung Galaxy S10e 128GB+6GB RAM SM-G970 Dual Sim 5.8"" LTE Factory Unlocked Smartphone (International Model) (Prism Black)",3,109,93,83.7,Germany
B07NZX5BKH,"Samsung Galaxy S10+ Plus 128GB+8GB RAM SM-G975F/DS Dual Sim 6.4"" LTE Factory Unlocked Smartphone International Model, No Warranty (Prism Black)",4.5,111,11,9.9,Germany
B07NZXXZB2,"Samsung Galaxy S10 128GB+8GB RAM SM-G973F/DS Dual Sim 6.1"" LTE Factory Unlocked Smartphone (International Model No Warranty) (Prism White)",3,158,68,61.2,Germany
B07P2H2GZ8,"Samsung Galaxy Cellphone - S10+ Plus AT&T Factory Unlock (White, 128GB)",3,3,37,33.3,Germany
B07P6RLBT7,Samsung Galaxy S10+ Plus Verizon + GSM Unlocked 512GB Ceramic Black,1,105,62,55.8,Germany
B07P6Y8L3F,"Apple iPhone XR, 64GB, Red - Fully Unlocked (Renewed)",1,139,78,70.2,Germany
B07P8MQHSH,Google - Pixel 3 with 64GB Memory Cell Phone (Unlocked) - Just Black,5,106,89,80.1,Germany
B07PB3WV54,"Samsung Galaxy S10e Factory Unlocked Phone with 128GB, Prism White (Renewed)",1,10,23,20.7,Germany
B07PB5BXMZ,Samsung Galaxy S10+ Plus Verizon + GSM Unlocked 128GB Blue,3,150,93,83.7,Germany
B07PB77Z4J,"Samsung Galaxy S10e Factory Unlocked Phone with 128GB (U.S. Warranty), Prism Blue (Renewed)",5,86,3,2.7,Germany
B07PHFW8LV,"Samsung Galaxy S10 SM-G9730 - International Version - No Warranty in The USA - GSM ONLY, NO CDMA (Prism Black, 128GB/8GB) - Prism Black,128GB/8GB",3,42,76,68.4,Germany
B07PHQ7FBP,"Sony Xperia 1 Unlocked Smartphone 6.5"" 4K HDR OLED CinemaWide Display, 128GB - Black - (US Warranty)",2,25,17,15.3,Germany
B07PKVLDHP,"Huawei Y6 2019 MRD-LX3 6.09"" Dewdrop Display 32GB 2GB RAM Dual SIM 13MP+ 8MP A-GPS Fingerprint Factory Unlocked No Warranty US (Blue)",4.5,52,48,43.2,Germany
B07PQSYGKB,OnePlus 6T A6013 128GB Mirror Black - T-Mobile (Renewed),4.5,125,21,18.9,Germany
B07PR1Z2BF,"Moto Z3 Play - Unlocked - 32 GB - Deep Indigo (US Warranty) - Verizon, AT&T, T-Mobile, Sprint",2,65,64,57.6,Germany
B07PRSPD3Q,"Nokia Mobile Nokia 5.1 Plus - Android 9.0 Pie - 32 GB - Dual Camera - Dual Sim Unlocked Smartphone (AT&T/T-Mobile/Metropcs/Cricket/Mint) - 5.86"" 19: 9 HD+ Screen - Black",2,141,69,62.1,Germany
